Chan1
156
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
88
49
30
17
14
7
3
3
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
56
81
96
103
112
113
115
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
79
48
30
15
12
7
3
3
1
1
0
0
0
0
0
0
3
39
63
79
88
96
96
97
99
99
99
99
99
99
99
103
103
99
99
99
99
99
99
103
103
99
99
103
103
103
103
99
103
103
103
103
103
103
99
99
103
103
99
99
99
99
99
99
103
103
99
99
99
99
99
103
99
103
79
46
28
15
7
7
1
3
1
1
0
0
0
0
0
63
176
224
254
255
280
287
287
287
295
295
295
295
295
295
295
295
291
295
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
280
167
99
63
35
24
15
7
7
3
1
3
1
0
0
1
35
71
94
99
110
112
113
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
124
120
120
120
120
120
120
120
120
120
120
120
120
120
88
49
30
24
14
7
3
3
1
1
0
1
0
3
39
71
81
92
96
99
99
99
99
103
103
103
103
99
103
103
103
103
99
103
103
103
103
103
103
103
103
103
103
103
103
103
103
103
103
103
103
103
99
71
39
28
15
7
7
3
1
3
1
0
0
0
0
0
0
15
127
206
240
255
275
284
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
287
286
248
152
88
56
31
17
15
7
7
3
1
3
1
0
0
0
1
39
78
96
103
112
112
113
120
120
120
115
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
124
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
88
49
31
17
14
7
3
3
0
1
0
0
0
0
0
15
56
79
88
92
96
97
99
99
99
99
103
99
99
99
103
103
103
99
103
99
99
103
103
103
103
103
103
103
103
103
103
103
103
103
103
287
286
286
284
184
49
30
19
14
7
3
3
1
0
1
0
7
56
99
103
112
120
113
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
115
31
24
15
7
7
3
1
1
0
1
0
0
7
79
88
96
97
97
99
99
103
103
99
99
103
103
103
99
103
103
103
99
103
99
99
99
99
99
99
99
99
99
99
99
79
48
15
7
7
7
3
3
0
0
0
0
3
120
199
255
271
284
286
287
287
