,Time,Chan1,Chan2,Trial,LED_State
295,139696,0,2,0,0
296,140168,0,2,0,0
297,140652,0,7,0,0
298,141120,0,2,0,0
299,141596,0,2,0,0
300,142064,0,6,0,0
301,142544,0,0,0,0
302,143008,0,0,0,0
303,143488,0,0,0,0
304,143952,0,0,0,0
305,144432,0,2,0,0
306,144896,0,7,0,0
307,145372,0,2,0,0
308,145844,0,2,0,0
309,146312,0,6,0,0
310,146792,0,0,0,0
311,147264,0,2,0,0
312,147736,0,6,0,0
313,148208,0,0,0,0
314,148688,0,2,0,0
315,149152,0,0,0,0
316,149632,0,0,0,0
317,150096,0,0,0,0
318,150576,0,0,0,0
319,151044,0,0,0,0
320,151512,0,2,0,0
321,151984,0,6,0,0
322,152456,0,2,0,0
323,152936,0,2,0,0
324,153408,0,0,0,0
325,153880,0,2,0,0
326,154352,0,1,0,0
327,154832,0,2,0,0
328,155296,0,2,0,0
329,155776,0,0,0,0
330,156240,0,2,0,0
331,156720,0,0,0,0
332,157184,0,0,0,0
333,157656,0,0,0,0
334,158128,0,2,0,0
335,158604,0,2,0,0
336,159080,0,0,0,0
337,159552,0,2,0,0
338,160024,0,6,0,0
339,160496,0,2,0,0
340,160976,0,2,0,0
341,161440,0,7,0,0
342,161920,0,2,0,0
343,162384,0,2,0,0
344,162864,0,7,0,0
345,163332,0,0,0,0
346,163800,0,0,0,0
347,164272,0,0,0,0
348,164744,0,0,0,0
349,165224,0,2,0,0
350,165696,0,7,0,0
351,166168,0,2,0,0
352,166640,0,2,0,0
353,167120,0,6,0,0
354,167588,0,0,0,0
355,168064,0,2,0,0
356,168528,0,6,0,0
357,169008,0,0,0,0
358,169472,0,2,0,0
359,169944,0,0,0,0
360,170416,0,0,0,0
361,170888,0,0,0,0
362,171368,0,0,0,0
363,171840,0,0,0,0
364,172312,0,2,0,0
365,172788,0,6,0,0
366,173264,0,2,0,0
367,173728,0,2,0,0
368,174208,0,0,0,0
369,174672,0,2,0,0
370,175152,0,2,0,0
371,175616,0,2,0,0
372,176092,0,2,0,0
373,176560,0,0,0,0
374,177032,0,2,0,0
375,177512,0,0,0,0
376,177988,0,0,0,0
377,178460,0,0,0,0
378,178928,0,2,0,0
379,179408,0,2,0,0
380,179872,0,0,0,0
381,180352,0,2,0,0
382,180816,0,6,0,0
383,181296,0,2,0,0
384,181760,0,2,0,0
385,182232,0,7,0,0
386,182704,0,2,0,0
387,183176,0,2,0,0
388,183656,0,7,0,0
389,184128,0,0,0,0
390,184600,0,0,0,0
391,185076,0,0,0,0
392,185552,0,0,0,0
393,186016,0,2,0,0
394,186496,0,6,0,0
395,186960,0,2,0,0
396,187440,0,2,0,0
397,187904,0,6,0,0
398,188376,0,2,0,0
399,188848,0,2,0,0
400,189320,0,6,0,0
401,189800,0,0,0,0
402,190276,0,2,0,0
403,190744,0,0,0,0
404,191216,0,0,0,0
405,191696,0,0,0,0
406,192160,0,0,0,0
407,192640,0,0,0,0
408,193104,0,2,0,0
409,193584,0,7,0,0
410,194048,0,2,0,0
411,194520,0,2,0,0
412,194992,0,0,0,0
413,195468,0,2,0,0
414,195944,0,2,0,0
415,196416,0,2,0,0
416,196888,0,2,0,0
417,197360,0,1,0,0
418,197840,0,2,0,0
419,198304,0,0,0,0
420,198784,0,0,0,0
421,199248,0,0,0,0
422,199728,0,2,0,0
423,200192,0,2,0,0
424,200664,0,0,0,0
425,201136,0,2,0,0
426,201608,0,5,0,0
427,202092,0,2,0,0
428,202564,0,2,0,0
429,203032,0,7,0,0
430,203504,0,2,0,0
431,203984,0,2,0,0
432,204448,0,7,0,0
433,204928,0,2,0,0
434,205392,0,0,0,0
435,205872,0,0,0,0
436,206336,0,0,0,0
437,206808,0,2,0,0
438,207280,0,6,0,0
439,207752,0,2,0,0
440,208232,0,2,0,0
441,208708,0,6,0,0
442,209176,0,2,0,0
443,209648,0,2,0,0
444,210128,0,7,0,0
445,210592,0,0,0,0
446,211072,0,2,0,0
447,211540,0,0,0,0
448,212016,0,0,0,0
449,212480,0,0,0,0
450,212952,0,0,0,0
451,213424,0,0,0,0
452,213896,0,2,0,0
453,214376,0,7,0,0
454,214852,0,2,0,0
455,215324,0,2,0,0
456,215792,0,0,0,0
457,216272,0,2,0,0
458,216736,0,2,0,0
459,217216,0,1,0,0
460,217680,0,2,0,0
461,218160,0,2,0,0
462,218628,0,2,0,0
463,219096,0,0,0,0
464,219572,0,0,0,0
465,220040,0,0,0,0
466,220520,0,2,0,0
467,220992,0,2,0,0
468,221464,0,0,0,0
469,221936,0,2,0,0
470,222416,0,0,0,0
471,222880,0,2,0,0
472,223360,0,2,0,0
473,223824,0,7,0,0
474,224304,0,2,0,0
475,224772,0,2,0,0
476,225240,0,7,0,0
477,225712,0,2,0,0
478,226184,0,0,0,0
479,226664,0,0,0,0
480,227136,0,0,0,0
481,227608,0,2,0,0
482,228080,0,5,0,0
483,228560,0,2,0,0
484,229024,0,2,0,0
